Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
29.02,Male,75.16,1.8,174.99,148.63,57.02,1.31,1257.6,Cardio,25.40131391,1.89,4.01,2,23.2,2.98,4.02,407.38,162.76,108.42,2249,Other,Breakfast,Balanced,2.57,404.28,123.31,197.11,Fried,10.33,96.14,2.23,Reverse Lunges,3.99,17.95,Improves balance and coordination,360.36,"Legs, Core",Resistance Band or Cable Machine,Intermediate,Forearms,Upper,Wrist curl,23.19753086,3256.34,0.5004145759,2.165513571,0.776553361,0.8493628207,991.4,56.06837246,944.1432,1.10E+20,High
24.36,Male,62.92,1.79,179.88,134.56,59.13,1.42,1360.93,Cardio,22.32323915,2.28,4.03,1.98,19.64,3.03,-0.03,305.56,121.7,81.42,2110,Other,Dinner,Low-Carb,26.14,1101.91,133.58,378.84,Fried,58.12,72.18,3.29,Pistol Squats,4.97,20.07,Strengthens lower body,359,"Full Body, Core, Shoulders",Resistance Band,Beginner,Chest,Lower Chest,Face pulls,19.63733966,2441.82,0.5005446757,1.934202161,0.624679089,0.7480542584,749.07,48.87421793,1019.56,1.06E+20,High
39.94,Female,62.11,2,175.99,160.95,71.23,1.42,1875.96,HIIT,20.43839521,2.9,4.03,2.01,15.53,3,0.01,244.32,97.51,65.11,1504,Other,Breakfast,Low-Carb,17.75,741.52,236.33,459.58,Fried,17.43,16.38,1.21,Rows,4.01,20,Builds lower body power,334.56,"Shoulders, Triceps",Kettlebell,Beginner,Chest,Lower,Bent-over rows,15.5275,1953.31,0.5003199697,1.569956529,0.8564337533,0.9145405989,-371.96,49.41571273,950.1504,5.98E+19,Low
39.42,Male,58.58,1.56,173.8,135.98,63.17,0.6,594,Strength,25.42246485,2.21,1.99,1,24.07,2.99,0.03,197.22,79.5,52.65,1809,Other,Breakfast,Vegetarian,22.31,329.3,161.72,386.92,Baked,55.7,49.35,1.66,Lunges,5.02,16.02,Builds back strength,367.24,"Rear Deltoids, Upper Back",Cable Machine,Intermediate,Abs,Anterior,Barbell squats,24.07133465,1580.73,0.4990605606,1.35711847,0.6581397451,0.7823935558,1215,43.68752009,440.688,1.28E+20,Very High
31.82,Female,78.67,1.62,194.98,124.61,69.27,1.27,1536.7,HIIT,32.25147073,3.09,3.01,1,29.98,2.99,0.01,296.92,117.93,78.76,2075,Other,Breakfast,Keto,4.14,2243.92,115.52,478.1,Baked,11.91,24.27,4,Plank,5.01,17.96,Targets obliques and improves core rotation,342.12,Core,None or Dumbbells,Beginner,Abs,Triceps,Decline dumbbell flyes,29.97637555,2368.24,0.501503226,1.499046651,0.4402195529,0.6390911888,538.3,53.29776798,868.9848,7.18E+19,Medium
36.53,Male,69.8,1.65,165.11,126.64,65.04,1.23,1216.59,Strength,29.11492788,2.69,2.98,1,25.64,2.01,-0.02,256.71,103.04,68.3,1907,Other,Dinner,Low-Carb,10.24,144.62,38.51,441.75,Fried,51.38,37.56,1.62,Scissors Kicks,4.01,14.95,Builds unilateral leg strength and balance,342.23,"Shoulders, Triceps",Resistance Band,Advanced,Legs,Lower Chest,Concentration curls,25.63820018,2053.7,0.4999951307,1.476217765,0.6155691016,0.7670038156,690.41,49.47778034,841.8858,7.20E+19,Medium
40.63,Female,76.32,1.79,172.04,131.99,56.05,1.4,1512,Strength,24.72972245,2.02,3.98,2,23.82,3.02,0.02,291.59,116.49,77.81,2013,Other,Breakfast,Balanced,22.3,806.01,88.29,386.55,Raw,6.34,37.3,4.81,Thrusters,3.99,21.9,Improves core rotation strength,332.99,"Glutes, Hamstrings, Core","Bench, Barbell",Beginner,Abs,Lateral,Military press,23.81948129,2332.61,0.5000235787,1.526336478,0.6547116131,0.7672053011,501,57.44627582,932.372,5.76E+19,Low
48.82,Female,115.7,1.91,161.44,124.95,61.02,1.38,1366.2,Strength,35,3.19,2,1,31.72,2.99,0.01,222.87,89.31,58.69,3118,Other,Snack,Vegetarian,1.8,1428.92,290.05,420.96,Boiled,17.25,25.15,4.97,Windshield Wipers,4.99,19.88,Advanced core exercise,369.4,"Biceps, Forearms",Kettlebell,Beginner,Chest,Lateral,Triceps pushdowns,31.71513939,1776.93,0.5016967466,0.7719101124,0.6366261701,0.7739717542,1751.8,75.205,1019.544,1.34E+20,Very High
37.58,Male,86.6,1.8,167.82,148.85,68,1.71,1335.85,Yoga,25.6456664,3.49,3.97,3.02,26.73,2.99,-0.02,212.94,84.97,56.71,2527,Other,Breakfast,Vegetarian,0.14,2165.53,261.09,198.38,Boiled,59.08,37.54,3.83,Dips,5.02,21.95,Strengthens shoulders,354.13,"Core, Shoulders, Hips",Cable Machine or Resistance Band,Advanced,Abs,Wrist Flexors,Triceps pushdowns,26.72839506,1702.03,0.5004377126,0.9811778291,0.8099579243,0.8869622214,1191.15,64.3908529,1211.1246,9.52E+19,High
20.93,Male,54.87,1.55,163.08,160.85,52.8,1.37,1806.89,HIIT,24.61890094,1.7,3.99,1.99,22.84,1.99,0.02,272.88,108.49,72.69,1564,Other,Breakfast,Vegan,15.1,204.45,28.27,186.87,Steamed,43.83,67.31,3.03,Wall Angels,5,21.08,Improves posture and back strength,362.35,Quadriceps,Step or Box,Intermediate,Chest,Upper,Leg press,22.83870968,2179.69,0.5007684579,1.977218881,0.979778745,0.9863257297,-242.89,41.36160906,992.839,1.15E+20,Very High
18.41,Male,110.59,1.91,161.23,149.51,54.13,1.3,1287,Strength,31.91123069,2.89,2.02,1,30.31,1.99,-0.03,153.68,60.64,40.65,2924,Other,Lunch,Low-Carb,46.05,389.86,81.72,163.87,Roasted,32.95,77.85,2.05,Resistance Band Pull-Aparts,4.99,22.15,Improves coordination and cardiovascular health,364.19,"Full Body, Core, Shoulders",None or Dumbbell,Intermediate,Legs,Lower Chest,Romanian deadlifts,30.31441024,1223.13,0.5025794478,0.5483316756,0.8905695612,0.9273088135,1637,75.29936998,946.894,1.20E+20,Very High
34.11,Male,64.43,1.62,174.31,145.3,61.95,1.75,1365,Yoga,24.25201228,2.7,4.98,3,24.55,3,-0.01,208.66,83.64,56.45,1981,Other,Lunch,Vegetarian,21.34,1439.57,205.34,167.88,Raw,55.42,80.18,3.21,Scissors Kicks,4.99,22.09,Targets biceps and forearms,365.03,"Back, Biceps",Dumbbells,Intermediate,Shoulders,Lower Chest,Plank,24.55037342,1677.25,0.497624087,1.298153034,0.7418120328,0.8335723711,616,48.80442849,1277.605,1.22E+20,Very High
40.95,Male,82.59,1.79,185.01,139.08,60.92,1.69,1971.22,Strength,27.72447805,3.5,4.02,2.96,25.78,3,0,233.67,93.34,62.1,2264,Other,Breakfast,Vegan,9.31,2078.93,62.34,188.57,Fried,44.66,29.12,2.25,Pistol Squats,5,15.07,Improves coordination and cardiovascular health,347.88,"Upper Back, Rear Deltoids",Bench or Chair,Advanced,Arms,Lower Chest,Chest flyes,25.77634905,1866.94,0.5006481194,1.130161036,0.6298654203,0.751743149,292.78,59.69235358,1175.8344,8.23E+19,Medium
53.8,Female,50.4,1.61,187.95,156.85,66.64,1.47,1295.95,Cardio,24.62410363,2.71,1.99,1.02,19.44,2,1.01,313.9,123.97,82.92,1568,Other,Snack,Vegan,26.65,1216.73,157.04,456.05,Boiled,13.61,63.1,1.51,Box Jumps,2.98,9.93,Builds calf muscles,290.65,"Core, Obliques",Dumbbells,Intermediate,Chest,Wrist Extensors,Hanging leg raises,19.4436943,2497.76,0.5026904106,2.459722222,0.7436320171,0.8345304602,272.05,37.98945177,854.511,1.90E+19,Low
26.19,Male,125.6,1.76,175.78,163.21,65.89,1.15,1104.92,Cardio,35,3.11,3.99,2.01,40.55,2.99,0.01,162.32,66.04,43.67,3207,Other,Breakfast,Balanced,18.42,350.37,111.5,456.14,Fried,58.51,31.25,1.11,Inverted Rows,5,24.15,Improves posture and back strength,341.36,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Intermediate,Legs,Middle,Barbell curls,40.54752066,1306.47,0.4969727587,0.5257961783,0.8856128856,0.9284901582,2102.08,81.64,785.128,7.05E+19,Medium
35.93,Female,109.12,1.62,192.93,141.15,68.13,0.84,1017.32,HIIT,35,3.51,3.03,1.01,41.58,1.97,1,214.02,86.41,56.96,2744,Other,Lunch,Vegetarian,9.9,2249.81,101.1,339.99,Grilled,45.26,112.13,1.5,Jumping Jacks,5,17.06,Strengthens triceps and chest,376.09,"Shoulders, Triceps",Dumbbells,Beginner,Chest,Upper,Donkey kicks,41.57902759,1714.36,0.4993583611,0.7918804985,0.5850961538,0.7316125019,1726.68,70.928,631.8312,1.56E+20,Very High
31.92,Male,89.55,1.92,199.11,167.43,67.23,1.93,1503.08,Yoga,25.8402904,3.49,3.99,2.98,24.29,3.98,1.05,337.39,134.69,89.7,2617,Other,Breakfast,Balanced,25.2,2124.7,184.81,402.84,Baked,5.16,15.23,4.74,Tricep Extensions,5,14.87,Builds chest strength,335.85,"Quadriceps, Calves, Glutes",Cable Machine or Resistance Band,Beginner,Legs,Wrist Extensors,Triceps dips,24.29199219,2695.62,0.5006492013,1.504075935,0.7597816197,0.8408919693,1113.92,66.41001995,1296.381,6.17E+19,Low
45.92,Female,51.04,1.65,165.17,147.35,63.09,0.7,616,Cardio,23.02084935,1.91,1.99,1,18.75,1.99,0.03,189.79,76.25,50.17,1442,Other,Dinner,Vegan,48.61,2352.23,18.83,490.76,Fried,48.23,91.11,1.09,Decline Push-ups,3.99,17.09,Improves core rotation strength,330.04,"Biceps, Forearms",Dumbbells,Beginner,Arms,Lateral,Leg raises,18.74747475,1515.69,0.5008675917,1.493926332,0.8254310345,0.8921111582,826,39.29015849,462.056,5.35E+19,Low
57.8,Male,56.34,1.7,169.75,122,57.04,0.75,657.6,Cardio,21.40365482,2.69,2.04,1,19.49,3,0,205.7,82.37,55.55,1489,Other,Dinner,Vegan,8.36,1471.79,271.75,288.66,Steamed,48.52,89.09,2.99,Bear Crawls,5,16.1,Improves coordination and cardiovascular health,358.54,Core,Pull-up Bar,Advanced,Back,Middle,Bicep Curls,19.49480969,1652.23,0.4979936207,1.462016329,0.5763463757,0.7187039764,831.4,44.28118087,537.81,1.05E+20,High
38.37,Female,76.74,1.58,198.9,130.51,53.04,0.74,488.4,Yoga,33.39425847,2.31,1.98,1,30.74,4.01,-0.01,205.34,81.7,54.57,1942,Other,Breakfast,Vegan,8.16,1854.6,279.25,191.15,Grilled,29.33,14.83,1.01,Dead Bugs,4.99,23.98,Activates and strengthens glutes,349.35,"Lower Back, Glutes",None or Dumbbell,Intermediate,Back,Wrist Extensors,Hammer curls,30.74026598,1639.29,0.5010461846,1.064633829,0.531125737,0.6561588738,1453.6,51.11324605,517.038,8.52E+19,High
44.81,Male,89.22,1.81,178.4,153.19,69.91,1.7,1985.94,Strength,26.30030912,3.51,5,2.98,27.23,4,-0.01,285.08,113.12,75.46,2596,Other,Breakfast,Vegan,20.85,209.5,118.55,452.12,Fried,29.82,37.26,3.08,Windshield Wipers,4.01,14.91,Improves balance and leg strength,355.37,Shoulders,Cable Machine,Intermediate,Arms,Grip Strength,Wrist curl,27.23360093,2271.94,0.5019146632,1.267877158,0.7676283528,0.8586883408,610.06,65.75486421,1208.258,9.79E+19,High
59.01,Male,88.93,1.72,187.98,152.34,67.3,1.08,1068.23,Strength,27.61762645,3.17,2.95,1,30.06,3.02,0.01,247.07,98.78,65.6,2402,Other,Snack,Balanced,47.26,1228.55,143.9,202.16,Raw,58.38,118.46,3.08,Glute Bridges,4.99,14.88,Improves cardiovascular fitness,355.19,Core,Dumbbells,Beginner,Chest,Lats,Russian twists,30.06016766,1973.8,0.500699159,1.110761273,0.7046735167,0.8104053623,1333.77,64.3696448,767.2104,9.75E+19,High
53.46,Female,84.74,1.76,164.89,137.19,68.93,1.67,2391.77,HIIT,26.58525168,3.49,4.97,3.02,27.36,1.99,0.01,250.55,100.19,66.98,2306,Other,Dinner,Vegetarian,8.42,1599.93,78.03,146.28,Fried,9.81,87.63,4.3,Face Pulls,4,22.97,Advanced core exercise,351.19,"Shoulders, Triceps",Wall,Advanced,Legs,Quads,Leg raises,27.35666322,2005.78,0.4996559942,1.182322398,0.7113380575,0.8320092183,-85.77,62.21165772,1172.9746,8.89E+19,High
53.07,Male,105.39,1.84,176.17,129.91,62.1,0.7,463.26,Yoga,30.12275576,2.89,3.01,1.03,31.13,3.01,-0.01,170.94,69.27,45.69,2675,Other,Lunch,Keto,15.31,2350.37,38.99,410.41,Steamed,20.91,55.74,3.39,Rows,4,24.95,Improves shoulder mobility and posture,374.14,"Core, Shoulders, Legs",Bench or Step,Beginner,Chest,Middle,Dumbbell rows,31.12889887,1372.05,0.4983491855,0.6572729861,0.5944595424,0.7374127263,2211.74,73.6436277,523.796,1.49E+20,Very High
43.46,Male,55.78,1.73,166.87,165.01,62.18,1.67,1736.8,Cardio,20.35312825,2.71,4.99,3,18.64,3,0.96,302.35,121.1,81.17,1604,Other,Snack,Vegetarian,16.18,79.37,231.58,416.44,Boiled,33.92,42.07,3.29,Jumping Jacks,5,25.05,Builds calf muscles,328.07,"Quadriceps, Calves, Glutes",Kettlebell,Intermediate,Legs,Lower,Skull crushers,18.63744195,2424.33,0.4988594787,2.171029043,0.9822332601,0.9888535986,-132.8,44.42702506,1095.7538,5.10E+19,Low
20.01,Female,75.79,1.78,196.73,133.12,52.81,1.41,1015.2,Yoga,28.44974043,1.98,3.99,2,23.92,3.99,0.01,249.97,100.51,67.08,2134,Other,Breakfast,Vegan,15.28,384.17,277.82,253.48,Baked,34.64,113.97,2.43,Plyometric Push-ups,3.99,16.04,Targets abdominal muscles,353.34,Core,"Bench, Barbell",Intermediate,Shoulders,Upper,Towel pull-up,23.92059083,2005.64,0.4985341337,1.326164402,0.5580183435,0.6766634474,1118.8,54.22794173,996.4188,9.35E+19,High
53.94,Male,115.77,2,183.78,123.05,65.06,1.14,1004.11,Cardio,32.12089814,3.08,2.99,1.01,28.94,3,-0.01,305.93,122.99,82.14,3046,Other,Snack,Keto,1.62,2389.19,109.54,467.55,Steamed,20.7,57.58,1.47,Lunges,5,18.98,Builds unilateral leg strength and balance,363.25,"Core, Shoulders, Legs",Dumbbells,Intermediate,Abs,Triceps,Seated calf raises,28.9425,2454.94,0.4984724678,1.062365034,0.4884602426,0.6695505496,2041.89,78.58363623,828.21,1.17E+20,Very High
54.68,Male,92.54,1.78,164.96,153.1,64.8,1.44,950.4,Yoga,29.97542163,3.39,3.02,1,29.21,3,1,227.49,90.79,61.07,2391,Other,Breakfast,Vegan,3.63,389.88,53.36,408.7,Raw,53.14,90.63,2.51,Kettlebell Swings,4.99,18.91,Improves shoulder mobility and posture,372.75,"Triceps, Chest",Resistance Band,Beginner,Back,Posterior,Skull crushers,29.20717081,1822.75,0.4992237005,0.9810892587,0.8815894569,0.9281037827,1440.6,64.80074483,1073.52,1.45E+20,Very High
58.14,Female,56.43,1.7,169.92,121.82,56.68,0.74,487.51,Yoga,22.04384469,2.68,1.99,1,19.53,3.01,0.02,205.49,82.5,55.55,1638,Other,Dinner,Vegetarian,8.38,1463.24,270.19,289.76,Steamed,49.17,89.98,2.98,Rows,4.99,15.91,Improves hip power and cardiovascular fitness,357.73,"Shoulders, Triceps",Dumbbells or Barbell,Beginner,Abs,Anterior,Pull-ups,19.52595156,1651.91,0.4975815874,1.461988304,0.5752384316,0.7169256121,1150.49,43.99065844,529.4404,1.03E+20,High
55.29,Male,52.55,1.68,179.97,166.84,50.23,0.78,772.9,Strength,21.94433324,2.98,2.96,1.01,18.62,2,0.03,217.61,87.85,57.18,1421,Other,Lunch,Keto,19.94,59.79,135.41,208.26,Steamed,21.92,12.24,2.74,Step-ups,4.02,23.08,Improves balance and leg strength,363.53,Core,Barbell,Beginner,Forearms,Upper,Barbell curls,18.6189059,1736.46,0.5012727042,1.671741199,0.8987975952,0.9270433961,648.1,41.01825288,567.1068,1.18E+20,Very High
54.99,Female,51.83,1.68,179.8,167.29,49.85,0.76,753.08,Strength,23.21996951,3.01,3.01,1.01,18.36,2.02,-0.03,215.56,87.12,57.78,1334,Other,Dinner,Paleo,19.91,82.13,130.76,207.92,Baked,22.21,13.07,2.81,Flutter Kicks,3.99,22.95,Full body workout,364.38,"Core, Shoulders, Hips",Dumbbells,Beginner,Abs,Lateral,Dumbbell flyes,18.36380385,1730.74,0.498191525,1.680879799,0.9037322047,0.9304226919,580.92,39.7950898,553.8576,1.20E+20,Very High
56.03,Male,129.63,1.95,159.75,129.38,65.85,1,1210,HIIT,35,3.48,2,1,34.09,4.01,0.07,294.79,118.86,79.32,3310,Other,Lunch,Low-Carb,6.64,1909.87,51.28,288.77,Boiled,10.23,28.22,1.3,Deadlifts,3.99,23.92,Strengthens lower abs,375.1,"Glutes, Hamstrings, Core",Barbell,Intermediate,Chest,Quads,Incline cable crossovers,34.09072978,2368.48,0.4978551645,0.9169173802,0.67657082,0.8098904538,2100,84.2595,750.2,1.52E+20,Very High
29.35,Female,88.66,1.94,186.02,143.41,66.25,1.89,1967.11,Cardio,25.4037783,3.49,4.99,3.01,23.56,3.02,2.96,384.55,154.45,102.89,2381,Other,Lunch,Balanced,0.39,1747.04,163.39,253.33,Grilled,26.88,96.82,3.64,Bicycle Crunches,4,21.93,Improves posture and strengthens upper back,373.32,"Biceps, Forearms",None or Dumbbell,Advanced,Legs,Lateral,Overhead triceps extensions,23.55723244,3082.01,0.4990898797,1.742048274,0.6442347833,0.7709386088,413.89,66.13701015,1411.1496,1.46E+20,Very High
48.24,Male,73.14,1.83,194.12,130.85,70.83,1.05,1131.16,Strength,22.88440834,2.8,4.02,1.97,21.84,3,-0.01,228.76,91.86,62.16,2048,Other,Lunch,Low-Carb,32.55,1094.85,121.51,493.94,Grilled,46.02,33.58,1.53,Step-ups,3.98,19.93,Targets abdominal muscles,360.61,"Core, Shoulders, Legs","Bench, Barbell",Advanced,Arms,Lower,Dumbbell curls,21.84000717,1841.92,0.4967859625,1.255947498,0.4868196934,0.6740675871,916.84,56.40234374,757.281,1.10E+20,Very High
45.43,Female,81.31,1.61,164.3,141.03,55.18,1.14,1502.29,HIIT,31.77539497,2.2,4.02,1.98,31.37,2.99,3.98,306,121.89,81.79,2215,Other,Breakfast,Balanced,31.29,2176.84,137.83,272.44,Fried,7.78,30.4,2.51,Calf Raises,4,14.99,Full body workout,360.36,"Lower Abs, Hip Flexors",Resistance Band,Intermediate,Abs,Quads,Plank,31.36838857,2447.67,0.500067411,1.499077604,0.7867485337,0.8583688375,712.71,55.47342635,821.6208,1.10E+20,High
45.89,Male,44.39,1.77,184.84,162.49,58.02,1.48,1065.6,Yoga,21.4153313,3.6,2.96,2,14.17,3.01,-0.02,237.76,95.24,63.74,1165,Other,Snack,Vegetarian,21.92,2415.53,238.44,479.51,Grilled,27.92,26.45,4,Dips,4,23.98,Improves back strength and posture,342.94,Full Core,"Bench, Barbell",Advanced,Abs,Lower,Leg extensions,14.16898082,1905.66,0.4990606929,2.145528272,0.8237659675,0.8790846137,99.4,34.88373444,1015.1024,7.32E+19,Medium
44.03,Male,102.97,1.63,187.88,129.15,51.87,1.35,1780.52,HIIT,35,2.6,4,1.99,38.76,2.99,0.02,255.9,103.75,68.5,2796,Other,Breakfast,Paleo,0.47,1156.04,275.86,488.42,Grilled,33.4,19.25,3.67,Plank,4.99,22.88,Builds shoulder width,369.11,"Lower Back, Glutes",Resistance Band or Cable Machine,Advanced,Chest,Wrist Flexors,Seated calf raises,38.75569272,2055.1,0.4980779524,1.007575022,0.5681935152,0.6874068554,1015.48,66.9305,996.597,1.34E+20,Very High
25.37,Male,66.89,1.61,183.53,166.02,55.82,1.38,912.46,Yoga,25.30969163,3,2,1.02,25.81,4,0.99,272.23,108.41,72.28,1693,Other,Lunch,Vegan,19.31,217.3,20.82,474.43,Fried,12.82,113.84,1.32,Reverse Lunges,5,18.13,Improves core rotation strength,369.67,Lower Abs,Step or Box,Intermediate,Shoulders,Lower Chest,Chest flyes,25.80533158,2173.08,0.5010952197,1.620720586,0.8628924908,0.9045932545,780.54,49.96034727,1020.2892,1.35E+20,Very High
21.89,Female,40.62,1.56,192.27,121.11,57.11,1.45,1910.81,HIIT,18.39188226,2.12,3.97,1.98,16.69,2.99,0,218.53,88.01,59,1119,Other,Dinner,Vegetarian,6.74,259.59,77.74,469.99,Roasted,48.77,35.8,5,Glute Bridges,5.02,16.91,Enhances full-body coordination and stability,344.68,"Legs, Shoulders, Core",Dumbbells or Barbell,Intermediate,Chest,Posterior,Leg press,16.6913215,1757.16,0.4974618134,2.166666667,0.4735128736,0.6298954595,-791.81,33.14921743,999.572,7.63E+19,Medium
31.25,Male,78.57,1.71,176.89,120.77,59.1,1.49,1071.91,Yoga,29.44802849,2.51,4,1.99,26.87,2.99,0.03,303.77,121.07,80.8,2224,Other,Lunch,Vegan,37.82,1712.91,217.2,449.78,Fried,50.43,59.36,3.42,Bulgarian Split Squats,3.99,15.97,Improves back strength and posture,357.32,Shoulders,None or Dumbbells,Advanced,Forearms,Wrist Flexors,Barbell rows,26.86980609,2426.56,0.5007417908,1.540918926,0.523558876,0.6827406863,1152.09,55.43268401,1064.8136,1.02E+20,High
24.75,Female,76.56,1.96,179.92,119.88,58.85,0.67,589.06,Cardio,19.87007921,2.28,3.01,1,19.93,2.01,0,242.47,96.34,64.09,2281,Other,Lunch,Vegan,46.09,369.19,70.96,179.08,Baked,27.49,102.18,2.59,Renegade Rows,4.97,18.03,Activates and strengthens glutes,333.71,Shoulders,Pull-up Bar,Intermediate,Back,Lats,Donkey kicks,19.92919617,1932.05,0.50199529,1.258359457,0.5040885438,0.6662961316,1691.94,61.34746736,447.1714,5.86E+19,Low
45.24,Female,88.58,1.78,198.46,166.88,66.91,1.53,1195.24,Yoga,27.5983936,3.5,4.04,3.02,27.96,2.99,-0.01,172.49,69.91,45.99,2464,Other,Snack,Paleo,4.92,1717.84,110.06,291.79,Boiled,52.92,120.42,3.78,Bear Crawls,4.99,17.07,Improves core stability and upper body strength,358.6,"Legs, Shoulders, Core",None or Dumbbells,Intermediate,Shoulders,Lower Chest,Skull crushers,27.95732862,1383.51,0.4987025753,0.7892300745,0.7599391866,0.8408747355,1268.76,64.13334295,1097.316,1.05E+20,High
45.11,Male,88.19,1.78,197.96,166.8,66.89,1.52,1185.6,Yoga,29.11804537,3.5,4.01,3,27.83,3.01,0,172.66,69.66,46.79,2445,Other,Dinner,Low-Carb,4.54,1731.29,112.01,293.18,Grilled,53.46,119.56,3.83,Dead Bugs,4.99,17.06,Improves balance and leg strength,357.56,Core,Step or Box,Advanced,Chest,Lower Chest,Dumbbell curls,27.8342381,1390.39,0.4967239408,0.7898854745,0.7622644388,0.8425944635,1259.4,62.51079579,1086.9824,1.03E+20,High
19.18,Male,98.58,1.7,196.89,161.94,73.99,0.83,1002.47,HIIT,34.07270309,2.4,2,1,34.11,3.01,0.02,250.55,100.24,66.15,2672,Other,Breakfast,Low-Carb,9.13,263.35,4.64,310.12,Grilled,52.56,31.81,1.1,Burpees,5.01,23.88,Improves core stability and upper body strength,346.89,"Biceps, Forearms",Kettlebell,Advanced,Back,Lower,Decline cable crossovers,34.11072664,1998.51,0.5014735978,1.016839115,0.7156224573,0.8224897151,1669.53,64.99112929,575.8374,8.04E+19,Medium
31.47,Female,85.81,1.76,171.83,151.33,66.23,1.28,1689.6,HIIT,30.18970892,3.29,2.98,2,27.7,2.01,2.96,281.61,112.24,75.33,2394,Other,Breakfast,Paleo,20.06,1489.82,226.18,198.25,Grilled,32.04,33.84,1,Windshield Wipers,4.01,19.02,Full body workout,360.64,Full Core,Step or Box,Intermediate,Arms,Grip Strength,Leg press,27.70209194,2253.37,0.499891274,1.30800606,0.8058712121,0.8806960368,704.4,59.90421078,923.2384,1.10E+20,Very High
39.72,Female,79.56,1.76,168.02,167.38,73.88,1.63,1696.5,Cardio,27.86827663,3.5,5,3.01,25.68,3.02,0.01,235.7,93.84,63.12,2186,Other,Breakfast,Keto,27.36,1257.6,188.59,486.89,Baked,42.86,13.23,3.39,Bear Crawls,4.98,22.04,Strengthens shoulders,348.25,"Shoulders, Upper Back",Resistance Band or Cable Machine,Intermediate,Arms,Lateral,Hammer curls,25.68440083,1886.24,0.4998303503,1.179487179,0.9932016146,0.9961909297,489.5,57.38799912,1135.295,8.30E+19,Medium
59.1,Female,60.3,1.72,185.14,154.28,54.98,1.01,726.59,Yoga,23.72930905,2.53,2.98,1.99,20.38,3.99,0.97,368.09,146.52,96.99,1736,Other,Snack,Low-Carb,7.25,2224.88,255.94,373.04,Fried,51.47,84.89,2.78,Box Jumps,5.01,19.99,Improves posture and back strength,353.26,"Core, Lower Back",Box or Platform,Beginner,Arms,Wrist Flexors,Crunches,20.38263926,2931.35,0.5022805192,2.429850746,0.7629071911,0.8333153289,1009.41,45.99122664,713.5852,9.33E+19,High
21.77,Male,62.85,1.54,191.22,154.61,53.08,1.02,1347.52,HIIT,28.42158046,2.39,3.99,2.01,26.5,3,0.01,252.15,101.58,66.83,1787,Other,Breakfast,Low-Carb,42.38,311.8,221.7,435.19,Raw,51.05,35.72,4.7,Box Jumps,4.04,17.92,Builds upper body strength,367.17,"Core, Obliques",None or Dumbbells,Advanced,Arms,Lateral,Incline dumbbell press,26.50109631,2016.39,0.500200854,1.616229117,0.7349790068,0.8085451313,439.48,44.98703668,749.0268,1.28E+20,Very High
46.25,Male,51.74,1.65,164.76,147.12,63.21,0.7,845.46,HIIT,19.33440036,1.89,2.02,1,19,2,0.02,188.85,76.02,50.7,1436,Other,Snack,Keto,48.56,2384.77,21.14,490.92,Boiled,48.03,89.84,1.1,Mountain Climbers,4,17.22,Enhances full-body coordination and stability,329.71,"Core, Shoulders, Hips",Box or Platform,Advanced,Chest,Lower Chest,Barbell hip thrusts,19.00459137,1515.78,0.4983572814,1.469269424,0.8262924668,0.8929351784,590.54,41.73638126,461.594,5.31E+19,Low
42.24,Female,42.6,1.74,161.09,129.85,71.31,1.03,680.42,Yoga,16.35104026,1.59,3.01,1.01,14.07,1.98,0.01,334.04,132.58,88.2,1151,Other,Lunch,Vegetarian,10.95,850.27,173.29,259.89,Grilled,43.05,38.81,2.21,Plank,5.01,15.96,Activates and strengthens glutes,343.12,"Lower Abs, Hip Flexors","Bench, Barbell",Beginner,Abs,Middle,Leg press,14.07055093,2660.28,0.5022629197,3.112206573,0.6520383159,0.8060711404,470.58,35.63445685,706.8272,7.35E+19,Medium
39.06,Male,72.2,1.89,197.46,146.89,51.02,0.55,664.29,HIIT,21.32810151,2.21,1.96,1,20.21,3,0.02,254.93,102.88,68.69,1934,Other,Dinner,Balanced,25.74,769.28,124.76,106.72,Roasted,39.65,114.46,4.11,Burpees,5,20.07,Builds lower body power and endurance,366.06,Shoulders,Bench or Sturdy Surface,Advanced,Back,Middle,Decline cable crossovers,20.21220011,2049.45,0.4975578814,1.424930748,0.654670855,0.7438974982,1269.71,56.80111071,402.666,1.25E+20,Very High
